Manufacturer,Model,Price,Transmission,Power,EngineCC,Fuel,Male,Female,Total
Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,"86,655","72,865",167993
Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,133087,"28,619",166571
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,116043,"33,612",159017
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,"95,976","54,394",156396
BMW,535i,93.71425,8,225,2979,petrol,126010,"20,655",153869
Peugeot,405,20.43008333,4.791666667,69.875,1773,petrol,110812,"27,878",144399
Land-Rover,Discovery,107.4521429,8,182.5714286,2425.428571,diesel,108637,"29,397",144071
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,106868,"24,827",139350
Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,"49,374","72,916",132919
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,"98,320","25,221",130069
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,"92,953","25,549",125411
Citroen,ZX,16.05676923,4.923076923,67,1703.153846,petrol,"68,584","37,177",111236
Citroen,AX,10.83275,5,45,1242,petrol,"47,654","57,545",110642
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,"62,143","41,820",109294
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,"84,565","20,109",109009
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,"61,155","34,548",100696
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,"76,704","13,858","96,375"
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,"71,642","17,198","93,604"
Peugeot,307,27.46483636,4.872727273,86.45454545,1723,petrol,"55,092","34,743","92,660"
Ford,Orion,15.40377778,5,60.11111111,1593.111111,petrol,"57,334","20,118","80,403"
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"39,704","36,445","79,679"
Hyundai,Accent,14.293,4.6,75.4,1479,petrol,"42,012","30,849","75,985"
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,"50,865","21,350","75,979"
Ford,Galaxy,53.78571429,6,124.8571429,1855,diesel,"48,791","20,150","72,472"
Renault,19,16.29053333,4.8,57.86666667,1645.133333,petrol,"47,118","21,863","72,256"
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310,petrol,"37,336","29,350","71,071"
Fiat,Brava,17.22277778,4.888888889,70,1615.333333,petrol,"40,718","25,788","69,782"
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"31,894","32,831","69,569"
Skoda,Felicia,11.370625,5,48,1518,petrol,"41,040","24,872","68,896"
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,"36,625","25,500","65,248"
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,"28,612","32,340","64,854"
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"28,504","29,797","62,497"
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,"51,555","8,023","61,324"
Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,"44,080","11,536","58,232"
Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,"37,333","17,350","57,089"
Jaguar,XJ,137.5695455,8,223.5454545,2813,petrol,"48,456","5,052","55,660"
Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,"42,253","10,603","55,260"
Rover,75,39.35238095,5,98.04761905,1928.714286,petrol,"45,278","7,086","54,245"
Rover,45,23.322,3.75,84.2,1853.9,petrol,"40,595","10,845","52,943"
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,"37,541","11,586","52,159"
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,"38,759","8,988","51,525"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"41,210","7,982","51,332"
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,"35,787","12,082","51,167"
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,"33,850","13,781","51,013"
Mini,Cooper,31.38814286,6.714285714,111,1711.571429,petrol,"23,502","23,276","49,934"
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,"33,155","13,397","49,189"
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,"27,472","17,925","48,631"
Ford,Puma,30.3775,6.3125,94.0625,935.625,petrol,"18,522","27,408","48,590"
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,"23,350","20,858","46,533"
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,"34,896","8,773","46,052"
Renault,Espace,59,7,166,1798,petrol,"31,417","11,538","45,289"
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"36,098","6,548","45,091"
Skoda,Octavia,30.65053846,6.346153846,95,1136.692308,petrol,"33,693","7,344","42,718"
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,petrol,"31,488","8,867","41,911"
Fiat,Seicento,8.17,5,40,1108,petrol,"13,261","26,551","41,650"
Volvo,940,30.236875,4.5,110,2316,petrol,"31,521","7,822","41,434"
Fiat,Cinquecento,7.712,5,29,899,petrol,"14,263","24,663","41,159"
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475,petrol,"16,226","22,011","40,802"
Saab,9-3X,49.28583333,6,145,1963.666667,petrol,"27,874","10,100","40,722"
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,"21,264","17,176","40,408"
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"18,054","19,402","40,135"
Citroen,C3,22.90364865,5.405405405,75.64864865,1364,petrol,"18,659","20,152","39,888"
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,"30,258","7,086","39,405"
Saab,9000,41.616,4.6,125.36,2336.52,petrol,"29,934","6,230","38,218"
Toyota,MR2,34.19,6,103,1794,petrol,"25,228","11,111","38,170"
Subaru,Impreza,30.5976,1.8,97.6,1757.6,petrol,"28,971","7,018","37,737"
Fiat,Bravo,22.455,6,92.30769231,1466.307692,petrol,"20,594","14,902","37,182"
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"25,362","8,115","34,971"
Rover,Mini,7.92,4,33.33333333,868.3333333,petrol,"15,011","17,970","34,529"
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041,petrol,"21,042","7,903","30,638"
Toyota,Starlet,11.389,4.142857143,53,1308.285714,petrol,"10,918","18,065","30,534"
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,"21,506","6,550","29,352"
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,"24,563","3,460","29,227"
MG,ZR,21.02333333,5,92.33333333,1729.333333,petrol,"17,681","9,878","28,407"
Honda,Jazz,26.3525,0,80,1498,petrol,"13,160","14,031","28,254"
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,diesel,"16,468","10,271","28,251"
BMW,740i,115.533,8,250,2998,petrol,"24,197","2,649","28,132"
Jaguar,XE,65.56875,8,167.25,1998,petrol,"22,453","4,512","27,998"
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,"18,167","7,836","27,863"
Hyundai,Lantra,16.4455,4.666666667,78,1741,petrol,"18,466","7,969","27,543"
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,"21,351","4,965","27,497"
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,"20,931","4,734","27,053"
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498,petrol,"15,498","10,106","26,881"
Saab,9-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,"21,322","3,486","26,405"
Volkswagen,Sharan,45.6995,6,114,1854.2,diesel,"17,069","6,854","25,574"
Toyota,Previa,43.08,4.666666667,105,2239.666667,petrol,"16,784","6,970","25,401"
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,"17,575","6,704","25,342"
Suzuki,Wagon,9.8628,5,50,1090.4,petrol,"12,983","10,131","25,103"
Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,"17,797","5,990","24,797"
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"11,352","12,119","24,709"
Skoda,Favorit,7.863333333,5,44,1289,petrol,"15,703","7,955","24,656"
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,"20,350","3,226","24,372"
Mercedes,ML,77.41666667,7,188.3333333,2876,diesel,"15,753","6,352","23,349"
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,"7,260","14,801","23,334"
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,"19,460","3,169","23,330"
Mini,One,24.09525,6.25,68.75,1498.25,petrol,"8,094","13,611","23,231"
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,petrol,"16,547","4,715","22,208"
Citroen,Berlingo,27.4386,6.34,85.28,1452,diesel,"14,835","6,517","22,010"
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,"15,485","5,627","21,941"
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,"14,656","5,413","21,144"
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,"14,747","4,918","21,102"
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,"9,842","9,496","20,922"
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,"13,245","6,520","20,322"
BMW,Z3,39.7374,4.6,115,2234.4,petrol,"10,594","8,118","20,050"
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,"17,236","1,676","19,777"
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,"13,821","5,006","19,757"
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,"14,773","3,307","18,832"
Honda,Concerto,16.67175,4.5,74,1541.5,petrol,"11,429","5,807","18,247"
Fiat,Panda,10.42388889,5,52.44444444,1095.777778,petrol,"8,715","8,457","18,089"
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,"13,759","3,647","18,078"
Kia,Pride,9.358333333,4.333333333,47,1324,petrol,"7,989","9,083","17,927"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"11,104","5,451","17,624"
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,"10,070","7,070","17,496"
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,"11,519","4,925","17,243"
Suzuki,Jimny,25.94322222,4.777777778,67,1372.666667,petrol,"6,751","8,385","16,812"
Audi,100,37.32636,4.76,101.12,2349.08,petrol,"13,286","2,673","16,719"
Chrysler,Neon,19.71783333,4,98,1995,petrol,"10,812","4,721","16,209"
Porsche,Boxster,83.50125,6.5,213.5,3071,petrol,"12,195","2,898","16,149"
Ford,Maverick,29.151,5,89,2526.5,petrol,"11,242","4,210","16,089"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"13,644","1,746","15,894"
BMW,X5,113.2693333,8,246.3333333,2994.666667,diesel,"11,632","3,458","15,755"
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,"13,334","1,361","15,684"
Seat,Alhambra,49.82277778,6,115.8333333,1746.944444,petrol,"10,007","3,886","14,796"
Nissan,Serena,22.95383333,5,67.33333333,1908.166667,petrol,"9,720","4,175","14,638"
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384,petrol,"5,304","8,501","14,467"
MG,TF,32.09,4,98.2,1754.4,petrol,"6,643","6,750","14,151"
Suzuki,Alto,9.5628,4.6,50,996,petrol,"5,583","7,225","14,138"
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,"11,039","2,315","14,062"
Honda,HR-V,32.723,3.6,96,1498,petrol,"7,283","5,806","13,760"
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,"8,344","4,703","13,738"
Jaguar,XK,145.6466667,6,283,5000,petrol,"11,003","1,786","13,409"
BMW,M3,135.1055,6.5,309,3999,petrol,"11,629","1,263","13,367"
Daewoo,Espero,16.80266667,4.5,71,1764,petrol,"9,908","2,884","13,312"
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,"8,004","4,651","13,252"
Ford,Probe,24.84,5,102,2244,petrol,"9,627","2,807","12,922"
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,"7,952","3,837","12,296"
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362,petrol,"8,808","2,721","11,973"
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,"9,875","1,147","11,719"
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,"8,462","2,717","11,715"
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,"8,382","2,845","11,706"
Kia,Rio,22.95871429,6.285714286,80,998,petrol,"7,316","3,840","11,588"
Audi,A2,23.0525,5,55,1406,petrol,"5,700","4,968","11,406"
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,"8,919","1,954","11,269"
Suzuki,Ignis,19.45142857,3.571428571,61,1197,petrol,"5,364","4,693","11,145"
MG,ZS,30.99,0,105,335,automatic,"8,674","2,197","11,137"
Hyundai,Getz,13.63642857,4.714285714,69,1424.857143,petrol,"5,775","5,004","11,136"
Subaru,Forester,51.646,0,110,1995,petrol,"7,466","2,844","11,132"
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,"6,782","3,765","11,069"
Volvo,S60,52.085,8,223.8333333,1969,petrol,"8,858","1,339","10,957"
Daewoo,Leganza,23.245,4.5,98,1998,petrol,"8,283","1,982","10,684"
Fiat,Multipla,25.2075,5,80.5,1753,petrol,"6,194","3,530","10,290"
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,"5,852","3,816","10,115"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"6,570","3,103","10,083"
Mercedes,SLS,264.675,7,420,6208,petrol,"7,422","2,033","9,966"
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"5,965","3,490","9,834"
Mazda,MX-3,22.127,5,83,1721.5,petrol,"4,975","4,092","9,593"
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,"6,696","2,246","9,377"
Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,"4,446","4,399","9,269"
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,petrol,"6,580","2,051","8,994"
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,"6,528","1,795","8,630"
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,"6,711","1,139","8,173"
Toyota,Picnic,25.29875,4.5,94,1998,petrol,"5,022","2,477","8,039"
MG,ZT,42.74666667,5,128.5,2548.833333,petrol,"6,876",930,"8,033"
Ford,Capri,11.7129,4,69,1864.8,petrol,"6,726","1,060","7,954"
Mazda,121,13.191,5,51.33333333,1431.333333,petrol,"3,151","4,391","7,942"
Kia,Shuma,15.16166667,4.666666667,75,1594,petrol,"5,559","2,090","7,936"
Citroen,XM,36.35965,4.55,110.5,2345.1,petrol,"6,617",991,"7,931"
Peugeot,806,29.57028571,5,84,1997.142857,diesel,"5,523","2,008","7,925"
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,"5,575","2,067","7,890"
Subaru,Justy,11.745,5,51,998,petrol,"3,464","3,732","7,734"
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,"5,907","1,412","7,693"
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,"6,103","1,183","7,676"
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,"6,176","1,143","7,673"
Lotus,Elise,53.792,6,134.3333333,1730,petrol,"6,426",750,"7,488"
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,"5,099","2,038","7,453"
Nissan,Prairie,21.407,4.5,72,1974,petrol,"5,031","2,031","7,415"
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,"5,227","1,686","7,407"
Daihatsu,Terios,26.19775,4.625,77,1495,petrol,"3,481","3,355","7,141"
Mazda,Premacy,23.22409091,4.909090909,82,1938,petrol,"4,612","2,192","7,088"
Toyota,Supra,81.295,8,250,2998,petrol,"6,017",796,"7,048"
Porsche,944,59.4905,5,137.5,2734.5,petrol,"5,860",881,"6,990"
Volkswagen,Corrado,35.34,5,118,1781,petrol,"5,701",951,"6,944"
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116,petrol,"5,407","1,260","6,931"
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,"4,580","1,999","6,902"
Kia,Mentor,14.76166667,4.666666667,75,1594,petrol,"4,321","2,111","6,696"
Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,diesel,"4,076","2,278","6,501"
Volvo,S70,36.90769355,4.5,126.1451613,2344,petrol,"5,354",785,"6,457"
Alfa-Romeo,146,18.19842857,5,87.71428571,1696.428571,petrol,"4,152","1,475","5,963"
Ford,Explorer,76.71,0,336,0,petrol,"4,244","1,146","5,585"
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,petrol,"2,349","2,969","5,571"
Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,petrol,"4,540",834,"5,566"
Audi,Cabriolet,43.9745,4.5,98,2309,petrol,"3,310","1,826","5,419"
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,"4,346",826,"5,377"
Kia,Carens,31.195,6,105.875,1755.75,petrol,"3,782","1,399","5,312"
Hyundai,Matrix,18.513,4.6,76,1599,petrol,"3,261","1,694","5,081"
Suzuki,SJ,8.4656,4.6,41.4,1182.4,petrol,"3,590","1,273","5,067"
Hyundai,Trajet,30.352,4.4,99,2117.6,petrol,"3,411","1,421","5,037"
Suzuki,Liana,18.88233333,4.666666667,74,1523.333333,petrol,"3,374","1,336","5,036"
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,"4,063",672,"4,966"
Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,petrol,"2,675","1,754","4,620"
Audi,90,28.379,4.6,91.6,2181.2,petrol,"3,602",748,"4,527"
Ford,Streetka,26,5,70,1597,petrol,"1,022","3,300","4,442"
Renault,11,11.63114286,4.428571429,47.14285714,1477,petrol,"2,855","1,340","4,344"
Alfa-Romeo,Spider,55.2,6,163.5,2696.5,petrol,"2,907","1,167","4,319"
Honda,Legend,69.397,5,173,3358.666667,petrol,"3,469",508,"4,185"
Honda,Shuttle,30.081,4,110,2254,petrol,"2,736","1,100","4,127"
Alfa-Romeo,145,17.42714286,5,87.71428571,1696.428571,petrol,"2,762","1,121","4,084"
Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,diesel,"2,767","1,092","3,982"
Audi,A8,116.545,8,230,2981,petrol,"3,474",269,"3,941"
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,"2,867",880,"3,900"
Lada,Samara,10.9158,5,49.8,1372.4,petrol,"2,845",920,"3,879"
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,"2,760",917,"3,877"
Audi,S3,60.87,6.75,228,1984,petrol,"3,004",642,"3,833"
Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,"2,933",761,"3,803"
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,"2,964",548,"3,794"
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,"2,291","1,370","3,768"
Honda,S2000,55.25,6,177,1997,petrol,"2,792",737,"3,714"
Peugeot,505,20.65665217,4.956521739,67,2234.26087,petrol,"2,576",706,"3,468"
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,"2,404",799,"3,440"
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,petrol,"2,819",451,"3,436"
Alfa-Romeo,155,23.90933333,5,100.6666667,2016.777778,petrol,"2,694",430,"3,246"
BMW,Z4,64.109625,6.75,202.125,2778,petrol,"2,129",888,"3,216"
Seat,Marbella,6.494,5,30,903,petrol,"1,467","1,571","3,206"
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,"2,280",642,"3,037"
Alfa-Romeo,164,38.39725,4.75,131,2652.375,petrol,"2,545",334,"3,014"
Honda,Stream,27.935,5,103.5,1833,petrol,"1,836",885,"2,915"
Volvo,XC90,85.82946154,8,213.1538462,1969,petrol,"1,848",706,"2,742"
Suzuki,Samurai,12.25,5,43,1325,petrol,"1,624",873,"2,585"
Triumph,Acclaim,6.050333333,4.333333333,52,1335,petrol,"1,670",806,"2,545"
Toyota,Hilux,46.60136364,6,110,2393,diesel,"2,029",392,"2,543"
BMW,M550i,134.789,8,390,4395,petrol,"2,281",124,"2,497"
Citroen,C2,15.14,5,64,1382.75,petrol,"1,262","1,176","2,493"
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,"2,127",224,"2,452"
Smart,City-coupe,13.2053,6,35.8,679,petrol,"1,228","1,075","2,449"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"1,433",729,"2,260"
Aston-Martin,DB7,158.823,4.5,250,3228,petrol,"1,974",187,"2,244"
Toyota,Paseo,15.764,5,66,1497,petrol,"1,005","1,133","2,240"
Kia,Sorento,36.01325,6,151.6666667,2048.666667,petrol,"1,641",475,"2,204"
Peugeot,607,48.09553571,5.107142857,117.7857143,2315,petrol,"1,847",230,"2,148"
Honda,Logo,13.382,2.5,48,1343,petrol,700,"1,323","2,133"
Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,petrol,"1,800",217,"2,111"
Peugeot,305,12.61125,4.5,56.25,1607.25,petrol,"1,594",418,"2,092"
Peugeot,807,45.76307692,5.307692308,109.0769231,2053,diesel,"1,229",504,"1,827"
Porsche,928,110.0985,5,235,4957,petrol,"1,603",129,"1,815"
BMW,850i,111.993,5,220,4988,petrol,"1,538",169,"1,775"
BMW,640i,114.8758333,8,235,2979,petrol,"1,530",171,"1,763"
Daihatsu,Move,12.924,4,43,989,petrol,748,895,"1,735"
Honda,CRX,28.735,4.666666667,100.6666667,1590,petrol,"1,029",589,"1,720"
Mazda,Tribute,38.025,4.5,129.5,2614,petrol,"1,134",504,"1,715"
Porsche,Carrera,646.605,6,450,5733,petrol,"1,455",136,"1,647"
Renault,9,11.49625,4.75,50.25,1507.5,petrol,"1,024",530,"1,619"
Citroen,C8,45.59125,5.25,104.1666667,2027.833333,petrol,"1,029",458,"1,542"
Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,petrol,"1,298",138,"1,499"
Mazda,2,21.6,6,64.625,1496,petrol,767,679,"1,498"
Skoda,Superb,39.725,6.8,110,1592,petrol,"1,293",155,"1,490"
Lotus,Esprit,93.42433333,5,233,2995,petrol,"1,361",60,"1,465"
Triumph,TR7,13.137,5,93.5,1998,petrol,"1,201",183,"1,445"
Alfa-Romeo,33,13.818,5,66,1351,petrol,"1,057",256,"1,375"
Rover,Streetwise,20.74,5,75,1695,petrol,861,472,"1,365"
Fiat,Barchetta,28.295,5,96,1747,petrol,933,338,"1,353"
Audi,Quattro,61.235,5,147,2144,petrol,"1,122",109,"1,279"
Porsche,Cayenne,158.976,8,326,3295,petrol,"1,026",187,"1,273"
Rover,2000,17.182,5,74,1994,petrol,"1,112",84,"1,223"
Opel,Manta,11.9845625,4,69,1762.75,petrol,970,174,"1,174"
Kia,Magentis,28.803,4.8,111.2,2126.8,petrol,997,125,"1,158"
Daihatsu,Applause,15.6985,4.5,73,1590,petrol,711,346,"1,121"
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,diesel,678,359,"1,120"
Daimler,4,92.798,4,166,3980,petrol,920,115,"1,089"
Mercedes,Vaneo,28.96891667,5,72.625,1707.125,petrol,636,385,"1,086"
Opel,Zafira,35.27,6,112.0714286,1574.428571,petrol,671,300,"1,066"
Suzuki,X-90,16.641,4.5,71,1590,petrol,349,656,"1,065"
TVR,Griffith,71.187,5,239,4997,petrol,948,67,"1,058"
Daimler,3.6,71.602,4,149,3590,petrol,884,100,"1,014"
TVR,Tuscan,107.7,5,274,3800.5,petrol,927,60,"1,013"
Lancia,Delta,29.043,5.851851852,105.0740741,1638.888889,petrol,889,96,"1,012"
Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,diesel,780,160,"1,009"
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,620042,695180,1365826
